precision,recall,f1
0.9400666356086731,0.937502384185791,0.9387827515602112
0.9861278533935547,0.9608553647994995,0.9733275771141052
1.0,1.0,1.0
0.9109247326850891,0.900590717792511,0.905728280544281
0.9004001617431641,0.8939379453659058,0.8971574306488037
0.9696643948554993,0.9530892372131348,0.9613053798675537
0.9437114000320435,0.9272845983505249,0.935425877571106
0.8193408846855164,0.820570170879364,0.819955050945282
0.9291789531707764,0.9167636036872864,0.922929584980011
0.936707615852356,0.957168459892273,0.9468275308609009
0.9999999403953552,0.9999999403953552,0.9999999403953552
0.8533053398132324,0.8571717143058777,0.8552341461181641
0.9955974221229553,0.9719478487968445,0.9836304783821106
0.8513109683990479,0.8635395765304565,0.8573817014694214
0.8852214217185974,0.8803756833076477,0.8827918767929077
0.9842636585235596,0.9764282703399658,0.9803302884101868
0.9402242302894592,0.8749366402626038,0.9064062833786011
0.9582080841064453,0.9412404894828796,0.9496484398841858
0.855732262134552,0.8435425758361816,0.8495936989784241
0.8887147307395935,0.8597038388252258,0.8739686012268066
0.9780331254005432,0.8533743023872375,0.9114611148834229
0.970503568649292,0.9542821645736694,0.9623245000839233
0.8412017822265625,0.8418768644332886,0.8415391445159912
1.0,1.0,1.0
0.9710778594017029,0.9481104612350464,0.9594568014144897
0.8657529354095459,0.8547111749649048,0.8601966500282288
0.9141579866409302,0.8702589273452759,0.8916684985160828
0.9883977770805359,0.971895158290863,0.9800770282745361
0.8862265944480896,0.8668582439422607,0.876435399055481
